# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "--fraction" "-s" "0" "-T" "8" "mapped.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.sorted.bam
OMCOBO_00094	contig_2	70620	71054	-	435	131
OMCOBO_00095	contig_2	71134	71535	+	402	52
OMCOBO_00096	contig_2	71662	72417	-	756	86
OMCOBO_00097	contig_2	72683	73258	-	576	58
OMCOBO_00098	contig_2	73424	73888	+	465	87
OMCOBO_00099	contig_2	74147	74389	-	243	351
OMCOBO_00100	contig_2	74541	75113	-	573	469
OMCOBO_00101	contig_2	75242	75379	+	138	6
OMCOBO_00102	contig_2	75419	75781	-	363	10
OMCOBO_00103	contig_2	75875	76813	+	939	45
OMCOBO_00104	contig_2	77110	77868	+	759	246
OMCOBO_00105	contig_2	78275	79624	-	1350	136
OMCOBO_00106	contig_2	80051	81406	+	1356	4
OMCOBO_00107	contig_2	81491	82621	+	1131	26
OMCOBO_00108	contig_2	82593	84437	+	1845	17
OMCOBO_00109	contig_2	84451	85563	+	1113	6
OMCOBO_00110	contig_2	85560	86402	+	843	57
OMCOBO_00111	contig_2	86430	87530	+	1101	37
OMCOBO_00112	contig_2	87503	87772	+	270	15
OMCOBO_00113	contig_2	87769	89013	+	1245	26
OMCOBO_00114	contig_2	89147	89710	+	564	145
OMCOBO_00115	contig_2	89972	91075	+	1104	817
OMCOBO_00116	contig_2	91122	92633	-	1512	265
OMCOBO_00117	contig_2	92692	93318	-	627	6
OMCOBO_00118	contig_2	93449	93946	+	498	77
OMCOBO_00119	contig_2	94010	94981	-	972	14
OMCOBO_00120	contig_2	95065	96057	+	993	138
OMCOBO_00121	contig_2	96161	96931	-	771	61
OMCOBO_00122	contig_2	97097	98227	+	1131	58
OMCOBO_00123	contig_2	98459	98617	-	159	8
OMCOBO_00124	contig_2	98614	98853	-	240	10
OMCOBO_00125	contig_2	98935	99579	+	645	97
OMCOBO_00126	contig_2	99835	100737	+	903	64
OMCOBO_00127	contig_2	100811	101869	+	1059	82
OMCOBO_00128	contig_2	102058	102951	+	894	68
OMCOBO_00129	contig_2	103060	103677	-	618	124
OMCOBO_00130	contig_2	103789	105084	-	1296	257
OMCOBO_00131	contig_2	105315	106607	-	1293	7
OMCOBO_00132	contig_2	107048	108061	+	1014	422
OMCOBO_00133	contig_2	108153	108380	-	228	42
OMCOBO_00134	contig_2	108498	109334	+	837	178
OMCOBO_00135	contig_2	109645	110217	-	573	3
OMCOBO_00136	contig_2	110818	111480	+	663	464
OMCOBO_00137	contig_2	111536	113338	-	1803	678
OMCOBO_00138	contig_2	113726	113848	+	123	12
OMCOBO_00139	contig_2	114401	115303	-	903	129
OMCOBO_00140	contig_2	115300	116232	-	933	172
OMCOBO_00141	contig_2	116347	117270	+	924	181
OMCOBO_00142	contig_2	117586	117960	-	375	18
OMCOBO_00143	contig_2	117951	118373	-	423	21
OMCOBO_00144	contig_2	118791	119159	-	369	1
OMCOBO_00145	contig_2	119443	119793	+	351	6
OMCOBO_00146	contig_2	119833	121113	-	1281	47
OMCOBO_00147	contig_2	121612	122136	-	525	0
OMCOBO_00148	contig_2	122201	122431	-	231	0
OMCOBO_00149	contig_2	122454	122882	-	429	0
OMCOBO_00150	contig_2	122879	123433	-	555	0
OMCOBO_00151	contig_2	124205	125362	+	1158	434
OMCOBO_00152	contig_2	125362	126975	+	1614	192
OMCOBO_00153	contig_2	126990	128153	+	1164	240
OMCOBO_00154	contig_2	128150	130252	+	2103	146
OMCOBO_00155	contig_2	130327	131097	+	771	167
OMCOBO_00156	contig_2	131169	131759	-	591	150
OMCOBO_00157	contig_2	131884	133491	+	1608	69
OMCOBO_00158	contig_2	133705	134385	+	681	23
OMCOBO_00159	contig_2	134390	134677	+	288	3
OMCOBO_00160	contig_2	135911	136372	+	462	475
OMCOBO_00161	contig_2	136806	136907	-	102	0
OMCOBO_00162	contig_2	136904	137383	-	480	14
OMCOBO_00163	contig_2	137630	137809	-	180	36
OMCOBO_00164	contig_2	138438	138836	-	399	493
OMCOBO_00165	contig_2	139621	140106	+	486	10
OMCOBO_00166	contig_2	140109	140612	+	504	7
OMCOBO_00167	contig_2	140617	141183	+	567	43
OMCOBO_00168	contig_2	141843	142538	+	696	18
OMCOBO_00169	contig_2	142936	143778	+	843	14
OMCOBO_00170	contig_2	143840	144391	-	552	9
OMCOBO_00171	contig_2	144388	144882	-	495	0
OMCOBO_00172	contig_2	145287	146285	+	999	19
OMCOBO_00173	contig_2	147235	148083	-	849	424
OMCOBO_00174	contig_2	148080	148505	-	426	195
OMCOBO_00175	contig_2	148593	149204	+	612	172
OMCOBO_00176	contig_2	149665	150345	-	681	180
OMCOBO_00177	contig_2	150496	151422	+	927	616
OMCOBO_00178	contig_2	151683	152603	+	921	25
OMCOBO_00179	contig_2	153187	153360	-	174	0
OMCOBO_00180	contig_2	153892	154884	-	993	181
OMCOBO_00181	contig_2	154966	155802	+	837	18
OMCOBO_00182	contig_2	155938	156366	+	429	63
OMCOBO_00183	contig_2	156481	156585	+	105	0
OMCOBO_00184	contig_2	157938	158123	+	186	2264
OMCOBO_00185	contig_2	158412	159314	-	903	580
OMCOBO_00186	contig_2	159519	159965	+	447	22
OMCOBO_00187	contig_2	160392	161732	+	1341	149
OMCOBO_00188	contig_2	162582	162821	-	240	0
OMCOBO_00189	contig_2	163142	163726	+	585	96
OMCOBO_00190	contig_2	163797	164171	-	375	131
OMCOBO_00191	contig_2	164196	165353	-	1158	208
OMCOBO_00192	contig_2	165499	165588	-	90	28
OMCOBO_00193	contig_2	165588	165860	-	273	16
OMCOBO_00194	contig_2	165860	166351	-	492	78
OMCOBO_00195	contig_2	166582	166866	-	285	0
OMCOBO_00196	contig_2	167159	167287	-	129	0
OMCOBO_00197	contig_2	167549	168400	+	852	38
OMCOBO_00198	contig_2	168393	168497	+	105	0
OMCOBO_00199	contig_2	168518	168958	-	441	18
OMCOBO_00200	contig_2	169115	169717	+	603	56
OMCOBO_00201	contig_2	170082	172706	-	2625	5
OMCOBO_00202	contig_2	172703	172834	-	132	0
OMCOBO_00203	contig_2	173217	173774	+	558	0
OMCOBO_00204	contig_2	173871	175172	-	1302	22
OMCOBO_00205	contig_2	175269	175367	-	99	32
OMCOBO_00206	contig_2	176229	176891	-	663	596
OMCOBO_00207	contig_2	176888	176989	-	102	10
OMCOBO_00208	contig_2	177068	178033	+	966	67
OMCOBO_00209	contig_2	178274	178768	+	495	4
OMCOBO_00210	contig_2	178765	179316	+	552	12
OMCOBO_00211	contig_2	179807	182908	-	3102	110
OMCOBO_00212	contig_2	182986	184029	-	1044	25
OMCOBO_00213	contig_2	184103	185542	-	1440	46
OMCOBO_00214	contig_2	186149	187000	-	852	6
OMCOBO_00215	contig_2	187060	187308	+	249	1
OMCOBO_00216	contig_2	187620	189896	+	2277	148
OMCOBO_00217	contig_2	190058	191470	-	1413	1794
OMCOBO_00218	contig_2	191770	191922	-	153	33
OMCOBO_00219	contig_2	191919	192713	-	795	7
OMCOBO_00220	contig_2	192808	193488	+	681	86
OMCOBO_00221	contig_2	193634	194287	-	654	28
OMCOBO_00222	contig_2	194726	196684	+	1959	533
OMCOBO_00223	contig_2	196784	197494	-	711	626
OMCOBO_00224	contig_2	198022	198255	-	234	368
OMCOBO_00225	contig_2	199437	199907	+	471	244
OMCOBO_00226	contig_2	200239	200595	+	357	150
OMCOBO_00227	contig_2	200600	201613	+	1014	243
OMCOBO_00228	contig_2	201903	203231	+	1329	65
OMCOBO_00229	contig_2	203228	203959	+	732	22
OMCOBO_00230	contig_2	204065	205585	+	1521	265
OMCOBO_00231	contig_2	206111	206749	+	639	2
OMCOBO_00232	contig_2	206793	208187	-	1395	46
OMCOBO_00233	contig_2	208593	209189	-	597	41
OMCOBO_00234	contig_2	209252	210430	-	1179	269
OMCOBO_00235	contig_2	210562	210819	-	258	155
OMCOBO_00236	contig_2	210888	212369	+	1482	453
OMCOBO_00237	contig_2	212377	213033	-	657	53
OMCOBO_00238	contig_2	213026	214186	-	1161	58
OMCOBO_00239	contig_2	214354	214815	+	462	18
OMCOBO_00240	contig_2	214851	216335	-	1485	378
OMCOBO_00241	contig_2	216447	216929	-	483	0
OMCOBO_00242	contig_2	217249	218355	-	1107	12
OMCOBO_00243	contig_2	218712	220112	+	1401	20
OMCOBO_00244	contig_2	220220	221032	-	813	203
OMCOBO_00245	contig_2	221341	222975	+	1635	218
OMCOBO_00246	contig_2	223030	224157	-	1128	9210
OMCOBO_00247	contig_2	224653	225999	+	1347	45
OMCOBO_00248	contig_2	226040	227575	-	1536	246
OMCOBO_00249	contig_2	227584	228297	-	714	160
OMCOBO_00250	contig_2	228294	228938	-	645	313
OMCOBO_00251	contig_2	229210	229539	-	330	3
OMCOBO_00252	contig_2	229697	231184	-	1488	54
OMCOBO_00253	contig_2	231271	231873	+	603	189
OMCOBO_00254	contig_2	231962	232360	-	399	99
OMCOBO_00255	contig_2	232446	233531	+	1086	145
OMCOBO_00256	contig_2	233593	233895	-	303	789
OMCOBO_00257	contig_2	234228	235871	+	1644	110
OMCOBO_00258	contig_2	235868	236995	+	1128	58
OMCOBO_00259	contig_2	236992	237363	+	372	0
OMCOBO_00260	contig_2	237485	237856	+	372	353
OMCOBO_00261	contig_2	238129	238518	+	390	560
OMCOBO_00262	contig_2	238651	239535	+	885	1381
OMCOBO_00263	contig_2	239585	240754	-	1170	6318
OMCOBO_00264	contig_2	240831	241034	-	204	0
OMCOBO_00265	contig_2	241077	242354	-	1278	16
OMCOBO_00266	contig_2	242486	242656	-	171	814
OMCOBO_00267	contig_2	242635	245529	-	2895	0
OMCOBO_00268	contig_2	245526	246509	-	984	38
OMCOBO_00269	contig_2	247046	248794	+	1749	28
OMCOBO_00270	contig_2	248791	249399	+	609	0
OMCOBO_00271	contig_2	249411	250064	+	654	11
OMCOBO_00272	contig_2	250235	250615	+	381	85
OMCOBO_00273	contig_2	250710	251528	-	819	63
OMCOBO_00274	contig_2	251619	252212	+	594	67
OMCOBO_00275	contig_2	252291	253145	-	855	48
OMCOBO_00276	contig_2	253254	253835	-	582	55
OMCOBO_00277	contig_2	253983	255164	+	1182	16
OMCOBO_00278	contig_2	255341	256018	+	678	82
OMCOBO_00279	contig_2	256011	257504	+	1494	232
OMCOBO_00280	contig_2	257553	258218	+	666	1011
OMCOBO_00281	contig_2	258228	258641	-	414	126
OMCOBO_00282	contig_2	258809	259261	+	453	113
OMCOBO_00283	contig_2	259367	260596	+	1230	368
OMCOBO_00284	contig_2	260650	261099	+	450	97
OMCOBO_00285	contig_2	261284	262591	+	1308	42
OMCOBO_00286	contig_2	262676	263446	-	771	66
OMCOBO_00287	contig_2	263519	264421	+	903	459
OMCOBO_00288	contig_2	264517	265194	-	678	572
OMCOBO_00289	contig_2	265351	265791	+	441	111
OMCOBO_00290	contig_2	265869	266315	-	447	55
OMCOBO_00291	contig_2	266329	268020	-	1692	3548
OMCOBO_00292	contig_2	268323	270053	+	1731	2708
OMCOBO_00293	contig_2	270186	270911	-	726	539
OMCOBO_00294	contig_2	271083	272495	+	1413	1850
OMCOBO_00295	contig_2	272626	273108	+	483	1194
OMCOBO_00296	contig_2	273326	274093	+	768	449
OMCOBO_00297	contig_2	274222	275166	-	945	39
OMCOBO_00298	contig_2	275253	275726	-	474	78
OMCOBO_00299	contig_2	275870	276448	-	579	443
OMCOBO_00300	contig_2	276820	277398	+	579	6349
OMCOBO_00301	contig_2	277395	278405	+	1011	8328
OMCOBO_00302	contig_2	278402	280561	+	2160	16668
OMCOBO_00303	contig_2	280851	282137	+	1287	1823
OMCOBO_00304	contig_2	282311	282775	-	465	2465
OMCOBO_00305	contig_2	282961	284232	+	1272	136
OMCOBO_00306	contig_2	284358	285545	+	1188	221
OMCOBO_00307	contig_2	285593	285865	-	273	78
OMCOBO_00308	contig_2	286011	287216	-	1206	1137
OMCOBO_00309	contig_2	287809	288030	+	222	0
OMCOBO_00310	contig_2	288020	289387	+	1368	4
OMCOBO_00311	contig_2	289452	290681	+	1230	0
OMCOBO_00312	contig_2	290824	291456	+	633	780
OMCOBO_00313	contig_2	291587	292459	+	873	574
OMCOBO_00314	contig_2	292510	293247	-	738	63
OMCOBO_00315	contig_2	293366	294361	+	996	48
OMCOBO_00316	contig_2	294541	294999	+	459	7
OMCOBO_00317	contig_2	295173	295907	+	735	248
OMCOBO_00318	contig_2	296183	298045	-	1863	106
OMCOBO_00319	contig_2	298437	300758	+	2322	59
OMCOBO_00320	contig_2	301045	302037	-	993	212
OMCOBO_00321	contig_2	303013	303615	+	603	35
OMCOBO_00322	contig_2	303655	304419	+	765	532
OMCOBO_00323	contig_2	304758	306719	-	1962	54
OMCOBO_00324	contig_2	307033	307836	+	804	214
OMCOBO_00325	contig_2	307864	308616	+	753	265
OMCOBO_00326	contig_2	308875	309369	+	495	13
OMCOBO_00327	contig_2	309546	310055	+	510	16
OMCOBO_00328	contig_2	310073	310582	-	510	21
OMCOBO_00329	contig_2	310586	311386	-	801	66
OMCOBO_00330	contig_2	311601	312104	+	504	273
OMCOBO_00331	contig_2	312216	312953	-	738	6276
OMCOBO_00332	contig_2	313407	314114	+	708	112
OMCOBO_00333	contig_2	314231	314755	-	525	137
OMCOBO_00334	contig_2	314862	315287	-	426	26
OMCOBO_00335	contig_2	315547	315858	+	312	96
OMCOBO_00336	contig_2	315855	316094	+	240	43
OMCOBO_00337	contig_2	316150	316842	-	693	444
OMCOBO_00338	contig_2	316959	317546	-	588	34
OMCOBO_00339	contig_2	317507	319078	-	1572	12
OMCOBO_00340	contig_2	319082	319759	+	678	118
OMCOBO_00341	contig_2	319864	320436	+	573	69
OMCOBO_00342	contig_2	320417	321193	-	777	123
OMCOBO_00343	contig_2	321269	321643	-	375	35
OMCOBO_00344	contig_2	321640	321990	-	351	0
OMCOBO_00345	contig_2	321987	322478	-	492	24
OMCOBO_00346	contig_2	322925	323905	+	981	33
OMCOBO_00347	contig_2	323951	325618	+	1668	325
OMCOBO_00348	contig_2	325795	327225	-	1431	92
OMCOBO_00349	contig_2	327484	328509	-	1026	343
OMCOBO_00350	contig_2	328625	329281	+	657	65
OMCOBO_00351	contig_2	329278	329481	+	204	11
OMCOBO_00352	contig_2	330805	332007	+	1203	1515
OMCOBO_00353	contig_2	332189	333136	+	948	1229
OMCOBO_00354	contig_2	333657	334334	-	678	22
OMCOBO_00355	contig_2	334309	335568	-	1260	12
OMCOBO_00356	contig_2	335875	336375	+	501	7
OMCOBO_00357	contig_2	336894	338423	+	1530	95
OMCOBO_00358	contig_2	338514	339290	+	777	28
OMCOBO_00359	contig_2	339782	340753	+	972	69
OMCOBO_00360	contig_2	340759	341697	+	939	25
OMCOBO_00361	contig_2	341919	343496	+	1578	22
OMCOBO_00362	contig_2	343548	344207	+	660	222
OMCOBO_00363	contig_2	344517	344927	-	411	192
OMCOBO_00364	contig_2	344959	345798	-	840	142
OMCOBO_00365	contig_2	345828	346151	-	324	12
OMCOBO_00366	contig_2	346373	347290	+	918	113
OMCOBO_00367	contig_2	347888	348100	-	213	2132
OMCOBO_00368	contig_2	348275	349918	+	1644	1958
OMCOBO_00369	contig_2	350021	350368	+	348	122
OMCOBO_00370	contig_2	350472	350732	+	261	24
OMCOBO_00371	contig_2	350940	351158	+	219	0
OMCOBO_00372	contig_2	351159	351404	+	246	32
OMCOBO_00373	contig_2	351456	351833	+	378	37
OMCOBO_00374	contig_2	351835	352191	+	357	26
OMCOBO_00375	contig_2	352175	352450	+	276	9
OMCOBO_00376	contig_2	352441	353730	+	1290	15
OMCOBO_00377	contig_2	353727	355631	+	1905	36
OMCOBO_00378	contig_2	355652	356113	-	462	4
OMCOBO_00379	contig_2	356264	357664	-	1401	47
OMCOBO_00380	contig_2	357911	358417	-	507	16
OMCOBO_00381	contig_2	358709	361267	-	2559	8760
OMCOBO_00382	contig_2	361264	361818	-	555	242
OMCOBO_00383	contig_2	361947	362153	+	207	0
OMCOBO_00384	contig_2	362446	363483	+	1038	138
OMCOBO_00385	contig_2	363703	364638	-	936	3347
OMCOBO_00386	contig_2	364858	365478	+	621	26
OMCOBO_00387	contig_2	365506	367098	-	1593	65
OMCOBO_00388	contig_2	367303	367992	-	690	11
OMCOBO_00389	contig_2	368176	368976	-	801	69
OMCOBO_00390	contig_2	369603	370265	+	663	45
OMCOBO_00391	contig_2	370281	371018	-	738	190
OMCOBO_00392	contig_2	371232	372521	+	1290	55
OMCOBO_00393	contig_2	372777	374114	+	1338	4344
OMCOBO_00394	contig_2	374180	374887	+	708	500
OMCOBO_00395	contig_2	375427	375657	-	231	26
OMCOBO_00396	contig_2	376012	377367	+	1356	2650
OMCOBO_00397	contig_2	377427	377900	+	474	910
OMCOBO_00398	contig_2	378914	379117	+	204	1050
OMCOBO_00399	contig_2	379449	380060	+	612	32
OMCOBO_00400	contig_2	380066	380713	+	648	0
OMCOBO_00401	contig_2	381095	381847	+	753	18
OMCOBO_00402	contig_2	381886	382113	+	228	91
OMCOBO_00403	contig_2	382179	383201	-	1023	694
OMCOBO_00404	contig_2	383501	384118	-	618	3162
OMCOBO_00405	contig_2	384239	384883	+	645	9
OMCOBO_00406	contig_2	384992	385537	+	546	18
OMCOBO_00407	contig_2	385494	386243	-	750	8
OMCOBO_00408	contig_2	387615	389366	+	1752	27
OMCOBO_00409	contig_2	389360	389665	+	306	0
OMCOBO_00410	contig_2	389680	390432	+	753	23
OMCOBO_00411	contig_2	390429	391631	+	1203	18
OMCOBO_00412	contig_2	391661	392638	+	978	72
OMCOBO_00413	contig_2	392900	393106	+	207	45
OMCOBO_00414	contig_2	393232	393486	-	255	22
OMCOBO_00415	contig_2	393602	394300	-	699	421
OMCOBO_00416	contig_2	394847	395149	+	303	12
OMCOBO_00417	contig_2	395804	396844	-	1041	317
OMCOBO_00418	contig_2	397637	399043	-	1407	40
OMCOBO_00419	contig_2	399040	406437	-	7398	37
OMCOBO_00420	contig_2	406881	407801	-	921	7
OMCOBO_00421	contig_2	408375	409265	+	891	0
OMCOBO_00422	contig_2	409228	409635	-	408	0
OMCOBO_00423	contig_2	409931	412123	+	2193	15
OMCOBO_00424	contig_2	412602	412760	+	159	25
OMCOBO_00425	contig_2	412855	413487	-	633	86
OMCOBO_00426	contig_2	413517	413678	-	162	0
OMCOBO_00427	contig_2	413797	414756	-	960	136
OMCOBO_00428	contig_2	414827	416113	+	1287	21
OMCOBO_00429	contig_2	416124	417545	+	1422	9
OMCOBO_00430	contig_2	417610	418635	+	1026	8
OMCOBO_00431	contig_2	419077	419904	-	828	15
OMCOBO_00432	contig_2	420068	420625	-	558	89
OMCOBO_00433	contig_2	421791	421988	-	198	55
OMCOBO_00434	contig_2	421985	422257	-	273	65
OMCOBO_00435	contig_2	422739	422918	-	180	6
OMCOBO_00437	contig_2	424807	425133	+	327	19
OMCOBO_00438	contig_2	425227	427773	-	2547	498
OMCOBO_00439	contig_2	427827	428681	-	855	298
OMCOBO_00440	contig_2	428947	429273	-	327	7
OMCOBO_00441	contig_2	430264	431601	-	1338	31
OMCOBO_00442	contig_2	431654	431863	-	210	0
OMCOBO_00443	contig_2	431946	442373	-	10428	343
OMCOBO_00444	contig_2	442370	450217	-	7848	67
OMCOBO_00445	contig_2	450341	450541	+	201	0
OMCOBO_00446	contig_2	450787	453507	-	2721	225
OMCOBO_00447	contig_2	453691	456423	-	2733	49
OMCOBO_00448	contig_2	457468	458391	-	924	53
OMCOBO_00449	contig_2	458495	459049	+	555	91
OMCOBO_00450	contig_2	459219	459599	+	381	24
OMCOBO_00451	contig_2	460454	460567	-	114	0
OMCOBO_00452	contig_2	460810	461040	+	231	42
OMCOBO_00453	contig_2	461101	462081	-	981	228
OMCOBO_00454	contig_2	462362	463780	+	1419	0
OMCOBO_00455	contig_2	463777	464262	+	486	28
OMCOBO_00456	contig_2	464505	465203	+	699	1178
OMCOBO_00457	contig_2	465616	466215	-	600	309
OMCOBO_00458	contig_2	466300	467232	+	933	68
OMCOBO_00459	contig_2	467606	468316	+	711	85
OMCOBO_00460	contig_2	468686	469126	-	441	12
OMCOBO_00461	contig_2	469158	469889	-	732	28
OMCOBO_00462	contig_2	470162	471838	+	1677	35
OMCOBO_00463	contig_2	471835	473316	+	1482	14
OMCOBO_00464	contig_2	473313	473666	+	354	22
OMCOBO_00465	contig_2	473829	474800	+	972	28
OMCOBO_00466	contig_2	474923	475708	+	786	9
OMCOBO_00467	contig_2	475913	476275	-	363	0
OMCOBO_00468	contig_2	476488	477240	+	753	44
OMCOBO_00469	contig_2	477310	478761	+	1452	50
OMCOBO_00470	contig_2	479124	479363	+	240	7
OMCOBO_00471	contig_2	479353	480744	+	1392	5
OMCOBO_00472	contig_2	480784	481989	+	1206	12
OMCOBO_00473	contig_2	482006	482173	+	168	0
OMCOBO_00474	contig_2	482255	483178	+	924	48
OMCOBO_00475	contig_2	483217	483678	+	462	79
OMCOBO_00476	contig_2	483773	484474	-	702	27
OMCOBO_00477	contig_2	484578	485537	+	960	40
OMCOBO_00478	contig_2	485465	486181	-	717	122
OMCOBO_00479	contig_2	486328	487161	-	834	310
OMCOBO_00480	contig_2	487387	487998	-	612	247
OMCOBO_00481	contig_2	488171	489685	+	1515	558
OMCOBO_00482	contig_2	489814	490764	+	951	517
OMCOBO_00483	contig_2	491128	491751	-	624	111
OMCOBO_00484	contig_2	491824	493653	-	1830	16
OMCOBO_00485	contig_2	493943	494620	-	678	4
OMCOBO_00486	contig_2	494617	495120	-	504	43
OMCOBO_00487	contig_2	495123	496556	-	1434	152
OMCOBO_00488	contig_2	497032	497436	-	405	130
OMCOBO_00489	contig_2	497785	498882	-	1098	1097
OMCOBO_00490	contig_2	499003	499608	+	606	346
OMCOBO_00491	contig_2	499866	500492	-	627	416
OMCOBO_00492	contig_2	500717	501166	+	450	45
OMCOBO_00493	contig_2	501620	502567	-	948	40
OMCOBO_00494	contig_2	502612	503508	+	897	16
OMCOBO_00495	contig_2	503587	504519	+	933	72
OMCOBO_00496	contig_2	504701	507472	-	2772	532
OMCOBO_00497	contig_2	507707	510577	+	2871	87
OMCOBO_00498	contig_2	510647	511633	+	987	15
OMCOBO_00499	contig_2	511708	512745	+	1038	5
OMCOBO_00500	contig_2	512739	513764	+	1026	0
OMCOBO_00501	contig_2	513825	514751	+	927	69
OMCOBO_00502	contig_2	514895	515746	-	852	625
OMCOBO_00503	contig_2	515880	517568	-	1689	36
OMCOBO_00504	contig_2	517565	519301	-	1737	0
OMCOBO_00505	contig_2	519298	520560	-	1263	3
OMCOBO_00506	contig_2	520553	521920	-	1368	39
OMCOBO_00507	contig_2	522099	522674	-	576	39
OMCOBO_00508	contig_2	522762	524522	-	1761	25
OMCOBO_00509	contig_2	524562	525299	-	738	18
OMCOBO_00510	contig_2	525280	525813	-	534	16
OMCOBO_00511	contig_2	525862	526524	-	663	81
